Sr.No|Round|Institute|PG Program|Group|Category|Max GATE Score|Min GATE Score
4632|Round 2|Visvesvaraya National Institute of Technology, Nagpur|VLSI Design|Group 1|EWS|449|449
4633|Round 2|Visvesvaraya National Institute of Technology, Nagpur|VLSI Design|Group 1|OPEN|494|464
4634|Round 2|Visvesvaraya National Institute of Technology, Nagpur|VLSI Design|Group 1|SC|370|370
4635|Round 2|Visvesvaraya National Institute of Technology, Nagpur|VLSI Design|Group 1|ST|310|261
4636|Round 2|Indian Institute of Engineering Science and Technology, Shibpur, District Howrah|VLSI Design|Group 1|OBC-NCL|375|355
4637|Round 2|National Institute of Technology Puducherry|VLSI Design|Group 1|SC|305|300
4638|Round 2|National Institute of Technology, Kurukshetra|VLSI Design|Group 1|OBC-NCL|509|479
4639|Round 2|National Institute of Technology, Kurukshetra|VLSI Design|Group 1|EWS|514|489
4640|Round 2|National Institute of Technology, Kurukshetra|VLSI Design|Group 1|OPEN|539|524
4641|Round 2|National Institute of Technology, Kurukshetra|VLSI Design|Group 1|SC|350|350
4642|Round 2|National Institute of Technology, Kurukshetra|VLSI Design|Group 1|ST|277|277
4643|Round 2|National Institute of Technology Karnataka, Surathkal|VLSI Design|Group 2|SC|439|420
4644|Round 2|National Institute of Technology Karnataka, Surathkal|VLSI Design|Group 1|ST|355|355
4645|Round 2|National Institute of Technology Karnataka, Surathkal|VLSI Design|Group 2|ST|345|345
4646|Round 2|National Institute of Technology Puducherry|VLSI Design|Group 1|OBC-NCL|395|390
4647|Round 2|National Institute of Technology Puducherry|VLSI Design|Group 1|EWS|360|360
4648|Round 2|National Institute of Technology Puducherry|VLSI Design|Group 1|OPEN|449|438
4649|Round 2|National Institute of Technology Karnataka, Surathkal|VLSI Design|Group 2|OBC-NCL|593|592
4650|Round 2|National Institute of Technology Karnataka, Surathkal|VLSI Design|Group 1|EWS|598|598
4651|Round 2|National Institute of Technology Karnataka, Surathkal|VLSI Design|Group 2|EWS|592|592
4652|Round 2|National Institute of Technology Karnataka, Surathkal|VLSI Design|Group 1|OPEN|668|650
4653|Round 2|National Institute of Technology Karnataka, Surathkal|VLSI Design|Group 2|OPEN|643|628
4654|Round 2|National Institute of Technology Karnataka, Surathkal|VLSI Design|Group 1|SC|454|439
4655|Round 2|Malaviya National Institute of Technology Jaipur|VLSI Design|Group 1|ST|290|290
4656|Round 2|National Institute of Technology  Agartala|VLSI Design|Group 1|OBC-NCL|393|360
4657|Round 2|National Institute of Technology  Agartala|VLSI Design|Group 1|OPEN|420|400
4658|Round 2|National Institute of Technology  Agartala|VLSI Design|Group 1|SC|295|286
4659|Round 2|National Institute of Technology  Agartala|VLSI Design|Group 1|ST|244|244
4660|Round 2|National Institute of Technology Karnataka, Surathkal|VLSI Design|Group 1|OBC-NCL|621|593
4661|Round 2|Malaviya National Institute of Technology Jaipur|VLSI Design|Group 2|OBC-NCL|494|479
4662|Round 2|Malaviya National Institute of Technology Jaipur|VLSI Design|Group 1|EWS|494|494
4663|Round 2|Malaviya National Institute of Technology Jaipur|VLSI Design|Group 1|OPEN|539|524
4664|Round 2|Malaviya National Institute of Technology Jaipur|VLSI Design|Group 2|OPEN|548|548
4665|Round 2|Malaviya National Institute of Technology Jaipur|VLSI Design|Group 1|SC|383|360
4666|Round 2|Malaviya National Institute of Technology Jaipur|VLSI Design|Group 2|SC|379|379
4667|Round 2|Dr. B R Ambedkar National Institute of Technology, Jalandhar|Electric Vehicle Design|Group 1|OBC-NCL|349|332
4668|Round 2|Dr. B R Ambedkar National Institute of Technology, Jalandhar|Electric Vehicle Design|Group 1|OPEN|393|371
4669|Round 2|Dr. B R Ambedkar National Institute of Technology, Jalandhar|Electric Vehicle Design|Group 1|SC|306|292
4670|Round 2|Dr. B R Ambedkar National Institute of Technology, Jalandhar|Electric Vehicle Design|Group 1|ST|253|253
4671|Round 2|National Institute of Technology Meghalaya|VLSI & Embedded Systems|Group 1|OBC-NCL|345|332
4672|Round 2|National Institute of Technology Meghalaya|VLSI & Embedded Systems|Group 1|EWS|358|354
4673|Round 2|National Institute of Technology Meghalaya|VLSI & Embedded Systems|Group 1|OPEN|389|365
4674|Round 2|National Institute of Technology Meghalaya|VLSI & Embedded Systems|Group 1|SC|295|273
4675|Round 2|National Institute of Technology Raipur|VLSI & Embedded Systems|Group 1|OBC-NCL|420|410
4676|Round 2|National Institute of Technology Raipur|VLSI & Embedded Systems|Group 2|OBC-NCL|408|405
4677|Round 2|Indian Institute of Information Technology, Bhagalpur, Bihar|VLSI & Embedded Systems|Group 1|OBC-NCL|355|350
4678|Round 2|Indian Institute of Information Technology, Bhagalpur, Bihar|VLSI & Embedded Systems|Group 1|OPEN|385|385
4679|Round 2|Indian Institute of Information Technology, Bhagalpur, Bihar|VLSI & Embedded Systems|Group 1|SC|256|256
4680|Round 2|Sardar Vallabhbhai National Institute of Technology, Surat|VLSI & Embedded Systems|Group 1|ST|266|256
4681|Round 2|Indian Institute of Information Technology, Design and Manufacturing, Kurnool|VLSI & Embedded Systems|Group 1|OBC-NCL|340|340
4682|Round 2|Indian Institute of Information Technology, Design and Manufacturing, Kurnool|VLSI & Embedded Systems|Group 1|EWS|340|340
4683|Round 2|Indian Institute of Information Technology, Design and Manufacturing, Kurnool|VLSI & Embedded Systems|Group 1|OPEN|385|376
4684|Round 2|Indian Institute of Information Technology, Design and Manufacturing, Kurnool|VLSI & Embedded Systems|Group 1|SC|300|290
4685|Round 2|Indian Institute of Information Technology, Design and Manufacturing, Kurnool|VLSI & Embedded Systems|Group 1|ST|246|246
4686|Round 2|National Institute of Technology Raipur|VLSI & Embedded Systems|Group 1|ST|253|253
4687|Round 2|National Institute of Technology Raipur|VLSI & Embedded Systems|Group 2|ST|236|236
4688|Round 2|Sardar Vallabhbhai National Institute of Technology, Surat|VLSI & Embedded Systems|Group 1|OBC-NCL|474|447
4689|Round 2|Sardar Vallabhbhai National Institute of Technology, Surat|VLSI & Embedded Systems|Group 1|EWS|480|479
4690|Round 2|Sardar Vallabhbhai National Institute of Technology, Surat|VLSI & Embedded Systems|Group 1|OPEN|499|484
4691|Round 2|Sardar Vallabhbhai National Institute of Technology, Surat|VLSI & Embedded Systems|Group 1|SC|370|345
4692|Round 2|National Institute of Technology Raipur|VLSI & Embedded Systems|Group 1|EWS|429|429
4693|Round 2|National Institute of Technology Raipur|VLSI & Embedded Systems|Group 2|EWS|420|420
4694|Round 2|National Institute of Technology Raipur|VLSI & Embedded Systems|Group 1|OPEN|459|429
4695|Round 2|National Institute of Technology Raipur|VLSI & Embedded Systems|Group 2|OPEN|472|424
4696|Round 2|National Institute of Technology Raipur|VLSI & Embedded Systems|Group 1|SC|315|310
4697|Round 2|National Institute of Technology Raipur|VLSI & Embedded Systems|Group 2|SC|310|310
4698|Round 2|National Institute of Technology Delhi|Electronics and Communication Engineering with specialisation in VLSI|Group 1|OBC-NCL|444|444
4699|Round 2|National Institute of Technology Delhi|Electronics and Communication Engineering with specialisation in VLSI|Group 1|OPEN|494|494
4700|Round 2|National Institute of Technology Delhi|Electronics and Communication Engineering with specialisation in VLSI|Group 1|SC|370|370
4701|Round 2|National Institute of Technology, Tiruchirappalli|VLSI System|Group 1|OBC-NCL|628|628
4702|Round 2|National Institute of Technology, Tiruchirappalli|VLSI System|Group 2|OBC-NCL|646|646
4703|Round 2|National Institute of Technology, Tiruchirappalli|VLSI System|Group 1|EWS|628|628
4704|Round 2|National Institute of Technology, Tiruchirappalli|VLSI System|Group 2|EWS|635|560
4705|Round 2|National Institute of Technology, Tiruchirappalli|VLSI System|Group 1|OPEN|667|658
4706|Round 2|National Institute of Technology, Tiruchirappalli|VLSI System|Group 2|OPEN|731|696
4707|Round 2|National Institute of Technology, Tiruchirappalli|VLSI System|Group 2|OPEN-PwD|262|262
4708|Round 2|National Institute of Technology, Tiruchirappalli|VLSI System|Group 1|SC|474|464
4709|Round 2|National Institute of Technology, Tiruchirappalli|VLSI System|Group 2|SC|445|445
4710|Round 2|National Institute of Technology Calicut|Water Resource Engineering|Group 1|OBC-NCL|382|374
4711|Round 2|National Institute of Technology Calicut|Water Resource Engineering|Group 1|EWS|319|318
4712|Round 2|National Institute of Technology Calicut|Water Resource Engineering|Group 1|OPEN|399|388
4713|Round 2|National Institute of Technology Calicut|Water Resource Engineering|Group 1|SC|297|286
4714|Round 2|National Institute of Technology Calicut|Water Resource Engineering|Group 1|ST|262|262
4715|Round 2|Sardar Vallabhbhai National Institute of Technology, Surat|Water Resource Engineering|Group 1|OBC-NCL|327|323
4716|Round 2|Sardar Vallabhbhai National Institute of Technology, Surat|Water Resource Engineering|Group 1|SC|266|262
4717|Round 2|Visvesvaraya National Institute of Technology, Nagpur|Water Resource Engineering|Group 1|OBC-NCL|337|324
4718|Round 2|Visvesvaraya National Institute of Technology, Nagpur|Water Resource Engineering|Group 1|SC|277|276
4719|Round 2|Visvesvaraya National Institute of Technology, Nagpur|Water Resource Engineering|Group 1|ST|251|251
4720|Round 2|National Institute of Technology, Warangal|Welding Technology and Non Destructive Testing|Group 1|OBC-NCL|318|318
4721|Round 2|National Institute of Technology, Warangal|Welding Technology and Non Destructive Testing|Group 1|OPEN|351|351
4722|Round 2|National Institute of Technology, Warangal|Welding Technology and Non Destructive Testing|Group 1|SC|245|245
4723|Round 2|National Institute of Technology, Tiruchirappalli|Welding Engineering|Group 2|OBC-NCL|343|321
4724|Round 2|National Institute of Technology, Tiruchirappalli|Welding Engineering|Group 2|EWS|347|347
4725|Round 2|National Institute of Technology, Tiruchirappalli|Welding Engineering|Group 2|OPEN|379|359
4726|Round 2|National Institute of Technology, Tiruchirappalli|Welding Engineering|Group 2|SC|257|257
4727|Round 2|Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior|Wireless Networks and Computing|Group 1|OBC-NCL|411|401
4728|Round 2|Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior|Wireless Networks and Computing|Group 1|EWS|426|422
4729|Round 2|Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior|Wireless Networks and Computing|Group 1|OPEN|503|483
4730|Round 2|Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior|Wireless Networks and Computing|Group 1|SC|328|317
4731|Round 2|National Institute of Technology Raipur|Water Resources Development & Irrigation Engineering|Group 1|OBC-NCL|320|320
4732|Round 2|National Institute of Technology Raipur|Water Resources Development & Irrigation Engineering|Group 1|ST|253|253
4733|Round 2|Maulana Azad National Institute of Technology Bhopal|Water Resources Engineering & Management|Group 1|OBC-NCL|318|318
4734|Round 2|Maulana Azad National Institute of Technology Bhopal|Water Resources Engineering & Management|Group 1|OPEN|352|352
4735|Round 2|Maulana Azad National Institute of Technology Bhopal|Water Resources Engineering & Management|Group 1|SC|275|275
4736|Round 2|National Institute of Technology Karnataka, Surathkal|Water Resources Engineering & Management|Group 1|OBC-NCL|382|382
4737|Round 2|National Institute of Technology Karnataka, Surathkal|Water Resources Engineering & Management|Group 1|EWS|337|337
4738|Round 2|National Institute of Technology Karnataka, Surathkal|Water Resources Engineering & Management|Group 1|OPEN|443|410
4739|Round 2|Malaviya National Institute of Technology Jaipur|Wireless & Optical Communication|Group 1|OBC-NCL|375|375
4740|Round 2|Malaviya National Institute of Technology Jaipur|Wireless & Optical Communication|Group 1|EWS|350|350
4741|Round 2|Malaviya National Institute of Technology Jaipur|Wireless & Optical Communication|Group 1|OPEN|400|395
4742|Round 2|Malaviya National Institute of Technology Jaipur|Wireless & Optical Communication|Group 1|SC|300|295
4743|Round 2|Malaviya National Institute of Technology Jaipur|Water Resources Engineering|Group 1|OBC-NCL|339|319
4744|Round 2|Malaviya National Institute of Technology Jaipur|Water Resources Engineering|Group 1|EWS|348|348
4745|Round 2|Malaviya National Institute of Technology Jaipur|Water Resources Engineering|Group 1|OPEN|385|363
4746|Round 2|Malaviya National Institute of Technology Jaipur|Water Resources Engineering|Group 1|SC|331|331
4747|Round 2|Malaviya National Institute of Technology Jaipur|Water Resources Engineering|Group 1|ST|351|351
4748|Round 2|National Institute of Technology Patna|Water Resources Engineering|Group 1|SC|254|249
4749|Round 2|Indian Institute of Engineering Science and Technology, Shibpur, District Howrah|Water Resources Engineering|Group 1|OPEN|352|352
4750|Round 2|Indian Institute of Engineering Science and Technology, Shibpur, District Howrah|Water Resources Engineering|Group 1|ST|267|267
4751|Round 2|National Institute of Technology, Srinagar|Water Resources Engineering|Group 1|SC|246|240
4752|Round 2|National Institute of Technology, Warangal|Water Resources Engineering|Group 1|OBC-NCL|382|371
4753|Round 2|National Institute of Technology, Warangal|Water Resources Engineering|Group 1|EWS|374|333
4754|Round 2|National Institute of Technology, Warangal|Water Resources Engineering|Group 1|OPEN|407|385
4755|Round 2|National Institute of Technology, Warangal|Water Resources Engineering|Group 1|SC|318|311
4756|Round 2|National Institute of Technology, Warangal|Water Resources Engineering|Group 1|ST|270|264
4757|Round 2|National Institute of Technology, Rourkela|Water Resources Engineering|Group 1|OBC-NCL|362|341
4758|Round 2|National Institute of Technology, Rourkela|Water Resources Engineering|Group 1|OPEN|375|366
4759|Round 2|National Institute of Technology, Rourkela|Water Resources Engineering|Group 1|SC|300|297
4760|Round 2|National Institute of Technology, Rourkela|Water Resources Engineering|Group 1|ST|272|272
4761|Round 2|National Institute of Technology, Silchar|Water Resources Engineering|Group 1|SC|256|256
4762|Round 2|National Institute of Technology, Srinagar|Water Resources Engineering|Group 1|OPEN|388|388
4763|Round 2|National Institute of Technology Hamirpur|Computer Science & Engineering (Artificial Intelligence)|Group 1|OBC-NCL|489|468
4764|Round 2|National Institute of Technology Hamirpur|Computer Science & Engineering (Artificial Intelligence)|Group 1|EWS|490|478
4765|Round 2|National Institute of Technology Hamirpur|Computer Science & Engineering (Artificial Intelligence)|Group 1|OPEN|523|518
