Sr.No|Round|Institute|PG Program|Group|Category|Max GATE Score|Min GATE Score
1634|Round 1|National Institute of Technology, Warangal|Construction Technology and Management|G1|ST|383|319
1635|Round 1|National Institute of Technology, Warangal|Engineering Structures|G1|OBC-NCL-PwD|308|308
1636|Round 1|National Institute of Technology, Warangal|Engineering Structures|G1|OPEN|578|542
1637|Round 1|National Institute of Technology, Warangal|Machine Design|G1|EWS|530|486
1638|Round 1|National Institute of Technology, Warangal|Power Systems Engineering|G1|SC|420|376
1639|Round 1|National Institute of Technology, Warangal|Thermal Engineering|G1|ST|290|277
1640|Round 1|National Institute of Technology, Warangal|Geo-technical Engineering|G1|OPEN|505|447
1641|Round 1|National Institute of Technology, Warangal|VLSI Systems Design|G1|EWS|628|608
1642|Round 1|National Institute of Technology, Warangal|Welding Technology and Non Destructive Testing|G1|ST|236|236
1643|Round 1|Sardar Vallabhbhai National Institute of Technology, Surat|Control and Automation|G1|SC|370|325
1644|Round 1|Sardar Vallabhbhai National Institute of Technology, Surat|Environmental Engineering|G1|OBC-NCL|366|359
1645|Round 1|Sardar Vallabhbhai National Institute of Technology, Surat|Information Security and privacy|G1|ST|299|270
1646|Round 1|Sardar Vallabhbhai National Institute of Technology, Surat|Thermal Systems Design|G1|OBC-NCL|353|319
1647|Round 1|Sardar Vallabhbhai National Institute of Technology, Surat|Water Resource Engineering|G1|EWS|327|324
1648|Round 1|Visvesvaraya National Institute of Technology, Nagpur|Excavation Engineering|G1|ST|196|196
1649|Round 1|Visvesvaraya National Institute of Technology, Nagpur|Heat Power Engineering|G1|SC|294|285
1650|Round 1|Visvesvaraya National Institute of Technology, Nagpur|Structural Dynamics & Earthquake Engineering|G1|OBC-NCL|409|377
1651|Round 1|Visvesvaraya National Institute of Technology, Nagpur|Structural Engineering|G1|OBC-NCL|478|462
1652|Round 1|Visvesvaraya National Institute of Technology, Nagpur|Water Resource Engineering|G1|OPEN|399|352
1653|Round 1|Indian Institute of Engineering Science and Technology, Shibpur, District Howrah|Biomedical Engineering|G1|EWS|419|419
1654|Round 1|Indian Institute of Engineering Science and Technology, Shibpur, District Howrah|Communication Engineering & Signal Processing|G1|OPEN|449|410
1655|Round 1|Indian Institute of Engineering Science and Technology, Shibpur, District Howrah|Geotechnical Engineering|G1|OPEN|378|363
1656|Round 1|School of Planning and Architecture, Bhopal|M.Plan. (Urban and Regional Planning)|G1|ST|241|241
1657|Round 1|School of Planning & Architecture: Vijayawada|Master of Planning (Urban and Regional Planning)|G1|OPEN-PwD|217|217
1658|Round 1|School of Planning & Architecture: Vijayawada|Master of Planning (Transport Planning)|G1|SC|275|262
1659|Round 1|School of Planning & Architecture: Vijayawada|Master of Architecture (Sustainable Architecture)|G1|OPEN|608|448
1660|Round 1|School of Planning & Architecture: Vijayawada|Master of Building Engineering and Management|G1|SC|394|331
1661|Round 1|School of Planning & Architecture: Vijayawada|Master of Urban Design|G1|OPEN|549|448
1662|Round 1|International Institute of Information Technology, Naya Raipur|Electronics and Communication Engineering|G1|EWS|320|320
1663|Round 1|Punjab Engineering College, Chandigarh|Transportation Engineering|G1|OPEN|374|352
1664|Round 1|Central Institute of Technology, Kokrajhar|Water Resources and Hydraulics Engineering|G1|SC|253|253
1665|Round 1|Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune|Aerospace Engineering (UAVs)|G1|ST|223|223
1666|Round 1|Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune|Sensor Technology|G1|SC|288|274
1667|Round 1|Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune|Electronics and Communication  Engineering (Signal Processing and communication)|G1|ST|227|227
1668|Round 1|Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune|Mechanical Engineering (Mechanical System Design)|G1|OBC-NCL|326|312
1669|Round 1|Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune|Computer Science & Engineering (Artificial Intelligence)|G1|OPEN|580|523
1670|Round 1|Guru Ghasidas Vishwavidyalaya, Bilaspur|Information Technology|G1|OPEN|414|376
1671|Round 1|Guru Ghasidas Vishwavidyalaya, Bilaspur|CAD/CAM-ROBOTICS|G1|OPEN|370|370
1672|Round 1|Guru Ghasidas Vishwavidyalaya, Bilaspur|Computer Science & Engineering|G1|OPEN|469|404
1673|Round 1|Indian Institute of Space Science and Technology, Thiruvananthapuram|Aerodynamics and Flight Mechanics|G1|EWS|489|473
1674|Round 1|Indian Institute of Space Science and Technology, Thiruvananthapuram|Digital Signal Processing|G1|EWS|420|420
1675|Round 1|Indian Institute of Space Science and Technology, Thiruvananthapuram|Materials Science and Technology|G1|OBC-NCL|380|357
1676|Round 1|Indian Institute of Space Science and Technology, Thiruvananthapuram|Machine Learning and Computing|G1|ST|291|291
1677|Round 1|Indian Institute of Space Science and Technology, Thiruvananthapuram|Optical Engineering|G1|OPEN|514|466
1678|Round 1|National Institute of Technology Durgapur|Next Generation Communication and Networks|G1|EWS|429|405
1679|Round 1|National Institute of Technology Durgapur|Operations Research|G1|ST|244|244
1680|Round 1|National Institute of Technology Durgapur|Power Electronics & Machine Drives|G1|EWS|376|354
1681|Round 1|National Institute of Technology Durgapur|Structural Engineering|G1|ST|289|278
1682|Round 1|National Institute of Technology Durgapur|Computer Science & Engineering|G1|SC|440|423
1683|Round 1|National Institute of Technology Hamirpur|Mechanical Engineering (Manufacturing & Automation)|G1|OBC-NCL|343|343
1684|Round 1|National Institute of Technology Hamirpur|Energy Technology|G1|OBC-NCL|336|315
1685|Round 1|National Institute of Technology Hamirpur|Materials Science and Engineering|G1|SC|232|202
1686|Round 1|National Institute of Technology Hamirpur|Electronics & Communication Engineering (VLSI Design)|G1|OBC-NCL|424|414
1687|Round 1|National Institute of Technology Hamirpur|Electrical Engineering (Condition Monitoring of Power Apparatus)|G1|OBC-NCL|332|310
1688|Round 1|National Institute of Technology Karnataka, Surathkal|Environmental Science & Technology|G1|EWS|355|348
1689|Round 1|National Institute of Technology Karnataka, Surathkal|Geotechnical Engineering|G1|OBC-NCL|463|445
1690|Round 1|National Institute of Technology Karnataka, Surathkal|Geoinformatics|G1|OBC-NCL|394|374
1691|Round 1|National Institute of Technology Karnataka, Surathkal|Mechanical Design|G1|OBC-NCL|604|596
1692|Round 1|National Institute of Technology Karnataka, Surathkal|Marine Structures|G1|OBC-NCL|410|381
1693|Round 1|National Institute of Technology Karnataka, Surathkal|Marine Structures|G1|OPEN|571|416
1694|Round 1|National Institute of Technology Karnataka, Surathkal|Manufacturing Engineering|G1|ST|302|302
1695|Round 1|National Institute of Technology Karnataka, Surathkal|Computer Science & Engineering|G1|OBC-NCL|727|709
1696|Round 1|National Institute of Technology Karnataka, Surathkal|Computer Science & Engineering|G1|OPEN|765|742
1697|Round 1|National Institute of Technology Meghalaya|Structural Engineering|G1|OBC-NCL|333|322
1698|Round 1|National Institute of Technology Nagaland|Computer Science & Engineering|G1|ST|259|259
1699|Round 1|National Institute of Technology Patna|Data Science & Engineering|G1|OBC-NCL|534|522
1700|Round 1|National Institute of Technology Puducherry|Computer Science & Engineering|G1|EWS|472|472
1701|Round 1|National Institute of Technology Raipur|Energy and Environment|G1|EWS|333|333
1702|Round 1|Indian Institute of Engineering Science and Technology, Shibpur, District Howrah|Structural Engineering|G1|SC|304|289
1703|Round 1|Indian Institute of Engineering Science and Technology, Shibpur, District Howrah|Urban & Regional Planning|G1|SC|301|255
1704|Round 1|Indian Institute of Engineering Science and Technology, Shibpur, District Howrah|Urban & Regional Planning|G1|ST|288|140
1705|Round 1|Indian Institute of Engineering Science and Technology, Shibpur, District Howrah|Computer Science & Engineering|G1|ST|314|276
1706|Round 1|Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior|Wireless Networks and Computing|G1|EWS|490|470
1707|Round 1|Indian Institute of Information Technology, Allahabad|M.Tech (Bioinformatics)|G1|OPEN|583|451
1708|Round 1|Indian Institute of Information Technology, Allahabad|M.Tech. ECE  with specialization in Communication Engineering|G1|SC|344|306
1709|Round 1|Indian Institute of Information Technology, Allahabad|Dual Degree M.Tech. - PhD in ECE with Specialization in Communication Engineering|G1|OBC-NCL|365|365
1710|Round 1|Indian Institute of Information Technology, Allahabad|M.Tech. IT with specialization in Machine Learning, Robotics and Human Computer Interaction Group|G1|OBC-NCL|624|595
1711|Round 1|Indian Institute of Information Technology, Allahabad|M.Tech. IT  with specialization in Software and Data Engineering Group|G1|EWS|639|613
1712|Round 1|Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai|Electronics and Communication Engineering with Specialization in Communication Systems|G1|EWS|365|345
1713|Round 1|Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur|Mechatronics|G1|OPEN|437|385
1714|Round 1|Indian Institute of Information Technology Tiruchirappalli|VLSI Systems|G1|OBC-NCL|424|405
1715|Round 1|Indian Institute of Information Technology Tiruchirappalli|Computer Science & Engineering|G1|EWS|522|489
1716|Round 1|Indian Institute of Information Technology, Design and Manufacturing, Kurnool|Computer Science & Engineering|G1|EWS|434|434
1717|Round 1|Indian Institute of Information Technology, Una|Computer Science & Engineering|G1|OPEN|494|477
1718|Round 1|National Institute of Advanced manufacturing Technology, Hatia, Ranchi|Environmental Engineering|G1|SC|274|263
1719|Round 1|Sant Longowal Institute of Engineering and Technology|Food Engineering & Technology|G1|OPEN|414|356
1720|Round 1|School of Planning and Architecture, Bhopal|M.Arch. (Landscape)|G1|OBC-NCL|383|300
1721|Round 1|School of Planning and Architecture, Bhopal|M.Plan. (Urban and Regional Planning)|G1|OBC-NCL|501|436
1722|Round 1|School of Planning and Architecture, Bhopal|M.Arch. (Conservation)|G1|ST|264|264
1723|Round 1|School of Planning & Architecture: Vijayawada|Master of Planning (Urban and Regional Planning)|G1|OPEN|578|554
1724|Round 1|School of Planning & Architecture: Vijayawada|Master of Planning (Environmental Planning and Management)|G1|OPEN|448|400
1725|Round 1|School of Planning & Architecture: Vijayawada|Master of Planning (Transport Planning)|G1|OBC-NCL|383|341
1726|Round 1|School of Planning & Architecture: Vijayawada|Master of Building Engineering and Management|G1|OBC-NCL|501|466
1727|Round 1|International Institute of Information Technology, Naya Raipur|Electronics and Communication Engineering|G1|OPEN|424|358
1728|Round 1|Punjab Engineering College, Chandigarh|Computer Science & Information Security|G1|SC|378|378
1729|Round 1|Central University of Rajasthan|Computer Science & Engineering|G1|OPEN|534|440
1730|Round 1|Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune|Cyber Security|G1|OPEN|574|498
1731|Round 1|Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune|Aerospace Engineering (UAVs)|G1|OBC-NCL|406|379
1732|Round 1|Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune|Sensor Technology|G1|OBC-NCL|365|348
1733|Round 1|Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune|Quantum Computing|G1|OBC-NCL|427|390
1734|Round 1|Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune|Electronics and Communication  Engineering (Radar and Communications)|G1|SC|293|292
1735|Round 1|Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune|Mechanical Engineering (Armament and Combat Vehicles)|G1|SC|306|290
1736|Round 1|Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune|Mechanical Engineering (Armament and Combat Vehicles)|G1|ST|253|253
1737|Round 1|Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune|Mechanical Engineering (Mechanical System Design)|G1|SC|285|249
1738|Round 1|National Institute of Technology Durgapur|Fluid Mechanics and Heat Transfer|G1|OPEN|428|351
1739|Round 1|National Institute of Technology Durgapur|Geotechnical Engineering|G1|OPEN|382|359
1740|Round 1|National Institute of Technology Durgapur|Microelectronics & VLSI|G1|OPEN|608|558
1741|Round 1|National Institute of Technology Durgapur|Power Electronics & Machine Drives|G1|SC|376|332
1742|Round 1|National Institute of Technology Durgapur|Electrical Engineering (Instrumentation and Control)|G1|OBC-NCL|396|358
1743|Round 1|National Institute of Technology Hamirpur|Civil Engineering (Structures)|G1|OBC-NCL|385|348
1744|Round 1|National Institute of Technology Hamirpur|Civil Engineering (Structures)|G1|SC|331|308
1745|Round 1|National Institute of Technology Karnataka, Surathkal|POWER ELECTRONICS AND CONTROL|G1|SC|415|411
1746|Round 1|National Institute of Technology Karnataka, Surathkal|Computational and Data Science|G1|SC|498|485
1747|Round 1|National Institute of Technology Karnataka, Surathkal|Communication Engineering and Networks|G1|OPEN|563|534
1748|Round 1|National Institute of Technology Karnataka, Surathkal|Communication Engineering and Networks|G1|ST|300|300
1749|Round 1|National Institute of Technology Karnataka, Surathkal|Geotechnical Engineering|G1|OPEN|505|472
1750|Round 1|National Institute of Technology Karnataka, Surathkal|Geoinformatics|G1|OPEN|468|400
1751|Round 1|National Institute of Technology Karnataka, Surathkal|Information Technology|G1|OBC-NCL|665|643
1752|Round 1|National Institute of Technology Karnataka, Surathkal|Information Technology|G1|EWS|676|668
1753|Round 1|National Institute of Technology Karnataka, Surathkal|Mechanical Design|G1|SC|396|396
1754|Round 1|National Institute of Technology Karnataka, Surathkal|Mechanical Design|G2|OBC-NCL|596|596
1755|Round 1|National Institute of Technology Karnataka, Surathkal|Manufacturing Engineering|G1|OPEN|518|490
1756|Round 1|National Institute of Technology Karnataka, Surathkal|Transportation Engineering|G1|OPEN|590|494
1757|Round 1|National Institute of Technology Karnataka, Surathkal|Thermal Engineering|G1|SC|355|343
1758|Round 1|National Institute of Technology Karnataka, Surathkal|Computer Science & Engineering (Information Security)|G1|EWS|704|682
1759|Round 1|National Institute of Technology Meghalaya|Power & Energy Systems|G1|OPEN|354|354
1760|Round 1|National Institute of Technology Meghalaya|Structural Engineering|G1|OPEN|392|352
1761|Round 1|National Institute of Technology Nagaland|Power Systems Engineering|G1|SC|275|271
1762|Round 1|National Institute of Technology Nagaland|Computer Science & Engineering|G1|EWS|434|429
1763|Round 1|National Institute of Technology Patna|Master of Urban & Regional Planning|G1|SC|288|254
1764|Round 1|National Institute of Technology Patna|Data Science & Engineering|G1|OPEN|574|540
1765|Round 1|National Institute of Technology Patna|Structural Engineering|G1|OBC-NCL|418|385
1766|Round 1|National Institute of Technology Raipur|M.Tech in Planning (with specialization in Urban Planning)|G1|EWS|341|341
1767|Round 1|National Institute of Technology Raipur|Energy and Environment|G1|SC|293|278
1768|Round 1|National Institute of Technology Raipur|Energy and Environment|G1|ST|284|284
1769|Round 1|National Institute of Technology Raipur|Machine Design|G1|SC|257|257
1770|Round 1|National Institute of Technology Raipur|VLSI & Embedded Systems|G1|EWS|450|450
1771|Round 1|National Institute of Technology Sikkim|M.Tech in Artificial Intelligence and Machine Learning|G1|SC|378|338
1772|Round 1|National Institute of Technology Sikkim|M.Tech in Artificial Intelligence and Machine Learning|G1|ST|239|239
1773|Round 1|National Institute of Technology Sikkim|M.Tech in VLSI and Embedded Systems|G1|OBC-NCL|393|380
1774|Round 1|National Institute of Technology Sikkim|M.Tech in Electrical Engineering (Power Electronics and Drives)|G1|OBC-NCL|350|341
1775|Round 1|National Institute of Technology, Jamshedpur|Corrosion Science and Coating Technology|G1|SC|238|193
1776|Round 1|National Institute of Technology, Jamshedpur|Power Systems Engineering|G1|EWS|323|319
1777|Round 1|National Institute of Technology, Jamshedpur|Information Systems Security Engineering|G1|EWS|505|501
1778|Round 1|National Institute of Technology, Jamshedpur|Thermal Engineering|G1|ST|249|249
1779|Round 1|National Institute of Technology, Kurukshetra|Thermal Engineering|G1|SC|285|277
1780|Round 1|National Institute of Technology, Manipur|Communication & Signal Processing|G1|OBC-NCL|335|330
1781|Round 1|National Institute of Technology, Manipur|Computer Science & Engineering|G1|ST|283|283
1782|Round 1|National Institute of Technology Mizoram|Power & Energy Systems Engineering|G1|SC|266|266
1783|Round 1|National Institute of Technology Mizoram|Microelectronics and VLSI System Design|G1|SC|286|286
1784|Round 1|Sardar Vallabhbhai National Institute of Technology, Surat|Geotechnical Engineering|G1|ST|267|267
1785|Round 1|Sardar Vallabhbhai National Institute of Technology, Surat|Mechanical Engineering|G1|OPEN|607|443
1786|Round 1|Sardar Vallabhbhai National Institute of Technology, Surat|Data Science|G1|OBC-NCL|566|537
1787|Round 1|Sardar Vallabhbhai National Institute of Technology, Surat|Thermal Systems Design|G1|OPEN|392|357
1788|Round 1|Sardar Vallabhbhai National Institute of Technology, Surat|Urban Planning|G1|OPEN|537|403
1789|Round 1|Sardar Vallabhbhai National Institute of Technology, Surat|Water Resource Engineering|G1|SC|275|275
1790|Round 1|Sardar Vallabhbhai National Institute of Technology, Surat|Water Resource Engineering|G1|ST|275|275
1791|Round 1|Visvesvaraya National Institute of Technology, Nagpur|VLSI Design|G1|OPEN|534|494
1792|Round 1|Indian Institute of Engineering Science and Technology, Shibpur, District Howrah|RF and Photonics|G1|SC|276|266
1793|Round 1|Indian Institute of Engineering Science and Technology, Shibpur, District Howrah|Control System & Instrumentation|G1|ST|246|246
1794|Round 1|Indian Institute of Engineering Science and Technology, Shibpur, District Howrah|Manufacturing Technology|G1|SC|265|257
1795|Round 1|Indian Institute of Engineering Science and Technology, Shibpur, District Howrah|Materials Engineering|G1|OBC-NCL|333|333
1796|Round 1|Indian Institute of Engineering Science and Technology, Shibpur, District Howrah|Power Electronics, Machines and Drives|G1|EWS|332|332
1797|Round 1|Indian Institute of Engineering Science and Technology, Shibpur, District Howrah|VLSI Design|G1|OBC-NCL|419|385
1798|Round 1|Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior|Information and Cyber Security|G1|SC|353|352
1799|Round 1|Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior|Information and Cyber Security|G1|ST|243|243
1800|Round 1|Indian Institute of Information Technology, Allahabad|Dual Degree M.Tech.- PhD in Bioinformatics|G1|OPEN|599|599
1801|Round 1|Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur|Manufacturing & Automation|G1|OBC-NCL|326|307
1802|Round 1|Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur|Data Science|G1|OBC-NCL|469|454
1803|Round 1|Indian Institute of Information Technology Tiruchirappalli|VLSI Systems|G1|OPEN|718|429
1804|Round 1|Indian Institute of Information Technology, Design and Manufacturing, Kurnool|M.Tech. Drones and IoT|G1|SC|328|325
1805|Round 1|Indian Institute of Information Technology, Design and Manufacturing, Kurnool|M.Tech. Robotics and Automation|G1|EWS|393|346
1806|Round 1|Indian Institute of Information Technology, Design and Manufacturing, Kurnool|Computer Science & Engineering|G1|OPEN|506|485
1807|Round 1|Indian Institute of Information Technology, Design and Manufacturing, Kurnool|Smart Manufacturing|G1|OPEN|375|375
1808|Round 1|Indian Institute of Information Technology, Bhagalpur, Bihar|Artificial Intelligence & Data Science|G1|OPEN|514|491
1809|Round 1|Indian Institute of Information Technology, Kota|Computer Science and Engineering with Specialization in Artificial Intelligence and Data Science|G1|EWS|434|433
1810|Round 1|Indian Institute of Information Technology, Bhopal|M.Tech in Artificial Intelligence|G1|OPEN|661|527
1811|Round 1|National Institute of Electronics and Information Technology, Aurangabad|Electronics Design & Technology|G1|ST|253|231
1812|Round 1|School of Planning and Architecture, Bhopal|M.Arch. (Urban Design)|G1|SC|418|418
1813|Round 1|School of Planning & Architecture: Vijayawada|Master of Planning (Urban and Regional Planning)|G1|EWS|353|353
1814|Round 1|University of Hyderabad|Artificial Intelligence|G1|OBC-NCL|469|390
1815|Round 1|University of Hyderabad|Computer Science|G1|OPEN|577|474
1816|Round 1|Punjab Engineering College, Chandigarh|Electrical Engineering|G1|SC|271|266
1817|Round 1|International Institute of Information Technology, Bhubaneswar|Computer Science & Engineering|G1|EWS|480|454
1818|Round 1|Central Institute of Technology, Kokrajhar|Food Engineering & Technology|G1|OBC-NCL|387|387
1819|Round 1|Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune|Aerospace Engineering (Guided Missiles)|G1|EWS|415|415
1820|Round 1|Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune|Automation and Robotics|G1|SC|359|295
1821|Round 1|Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune|Automation and Robotics|G1|ST|262|262
1822|Round 1|Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune|Mechanical Engineering (Marine Engineering)|G1|OPEN|359|359
1823|Round 1|Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune|Technology Management|G1|OPEN|485|390
1824|Round 1|Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune|Data Science|G1|ST|320|284
1825|Round 1|Guru Ghasidas Vishwavidyalaya, Bilaspur|Electronics and Communication Engineering|G1|SC|256|243
1826|Round 1|Guru Ghasidas Vishwavidyalaya, Bilaspur|Information Technology|G1|EWS|346|344
1827|Round 1|Institute of Infrastructure, Technology, Research And Management, Ahmedabad|Communication Engineering|G1|OPEN|370|370
1828|Round 1|Indian Institute of Space Science and Technology, Thiruvananthapuram|Digital Signal Processing|G1|OPEN|481|444
1829|Round 1|Indian Institute of Space Science and Technology, Thiruvananthapuram|Materials Science and Technology|G1|ST|252|252
1830|Round 1|Indian Institute of Space Science and Technology, Thiruvananthapuram|Earth System Science|G1|SC|380|370
1831|Round 1|Indian Institute of Space Science and Technology, Thiruvananthapuram|Power Electronics|G1|OPEN|490|446
1832|Round 1|Sardar Patel University of Police, Security and Criminal Justice Jodhpur|Cyber Security|G1|EWS|353|353
1833|Round 1|Central University of Punjab, Bathinda, Punjab|Computer Science and  Engineering (Cyber Security)|G1|OPEN|469|445
1834|Round 1|Guru Ghasidas Vishwavidyalaya, Bilaspur|Machine Design|G1|SC|245|232
1835|Round 1|Indian Institute of Space Science and Technology, Thiruvananthapuram|RF and Microwave Engineering|G1|SC|325|325
1836|Round 1|Indian Institute of Space Science and Technology, Thiruvananthapuram|VLSI and Microsystems|G1|OPEN|558|523
1837|Round 1|Visvesvaraya National Institute of Technology, Nagpur|Process Metallurgy|G1|SC|245|236
1838|Round 1|Visvesvaraya National Institute of Technology, Nagpur|Structural Engineering|G1|EWS|476|476
1839|Round 1|Visvesvaraya National Institute of Technology, Nagpur|Urban Planning|G1|OBC-NCL|471|367
1840|Round 1|Indian Institute of Engineering Science and Technology, Shibpur, District Howrah|Control System & Instrumentation|G1|OPEN|534|402
1841|Round 1|Indian Institute of Engineering Science and Technology, Shibpur, District Howrah|Environmental Engineering|G1|OBC-NCL|330|322
1842|Round 1|Indian Institute of Engineering Science and Technology, Shibpur, District Howrah|Renewable Energy Science and Technology|G1|SC|364|279
1843|Round 1|Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior|Information and Cyber Security|G1|OPEN|615|558
1844|Round 1|Indian Institute of Information Technology, Allahabad|M.Tech (Bioinformatics)|G1|OBC-NCL|419|356
1845|Round 1|Indian Institute of Information Technology, Allahabad|Dual Degree M.Tech. - Ph.D in IT  with specialization in Machine Learning, Robotics and Human Computer Interaction Group|G1|SC|349|349
1846|Round 1|Indian Institute of Information Technology, Allahabad|M.Tech. Biomedical Engineering|G1|SC|350|273
1847|Round 1|Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai|Computer Science and Engineering with Specialization in Data Science and Artificial Intelligence|G1|SC|445|386
1848|Round 1|Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur|Mechatronics|G1|ST|258|258
1849|Round 1|Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur|Manufacturing & Automation|G1|OPEN|381|362
1850|Round 1|Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur|Nanoelectronics and VLSI Design|G1|SC|310|300
1851|Round 1|Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur|Communication & Signal Processing|G1|OBC-NCL|376|345
1852|Round 1|Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur|Communication & Signal Processing|G1|OPEN|395|376
1853|Round 1|Indian Institute of Information Technology Tiruchirappalli|VLSI Systems|G1|EWS|424|375
1854|Round 1|Indian Institute of Information Technology, Design and Manufacturing, Kurnool|VLSI & Embedded Systems|G1|SC|310|305
1855|Round 1|Indian Institute of Information Technology, Design and Manufacturing, Kurnool|Smart Manufacturing|G1|OBC-NCL|331|322
1856|Round 1|Indian Institute of Information Technology, Bhagalpur, Bihar|Artificial Intelligence & Data Science|G1|SC|330|330
1857|Round 1|Indian Institute of Information Technology, Kota|Computer Science and Engineering with Specialization in Artificial Intelligence and Data Science|G1|SC|338|320
1858|Round 1|Indian Institute of Information Technology, Bhopal|M.Tech in Artificial Intelligence|G1|SC|342|335
1859|Round 1|School of Planning and Architecture, Bhopal|M.Arch. (Landscape)|G1|OPEN|584|424
1860|Round 1|School of Planning & Architecture: Vijayawada|Master of Planning (Urban and Regional Planning)|G1|SC|359|330
1861|Round 1|School of Planning & Architecture: Vijayawada|Master of Planning (Environmental Planning and Management)|G1|OBC-NCL|381|353
1862|Round 1|University of Hyderabad|Artificial Intelligence|G1|OPEN|683|507
1863|Round 1|University of Hyderabad|Artificial Intelligence|G1|OPEN-PwD|313|313
1864|Round 1|University of Hyderabad|Computer Science|G1|ST|276|235
1865|Round 1|Punjab Engineering College, Chandigarh|Aerospace Engineering|G1|SC|296|258
1866|Round 1|Punjab Engineering College, Chandigarh|Electrical Engineering (Electrical Energy System)|G1|OPEN|376|354
1867|Round 1|Central Institute of Technology, Kokrajhar|Computer Science & Engineering|G1|OBC-NCL|422|422
1868|Round 1|Central University of Rajasthan|Sustainable Architecture|G1|OPEN|359|353
1869|Round 1|Central University of Rajasthan|Computer Science & Engineering|G1|OBC-NCL|415|396
1870|Round 1|Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune|Laser and Electro Optics|G1|SC|286|280
1871|Round 1|Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune|Automation and Robotics|G1|EWS|404|397
1872|Round 1|Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune|Mechanical Engineering (Marine Engineering)|G1|SC|277|245
1873|Round 1|Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune|Technology Management|G1|ST|232|232
1874|Round 1|Central University of Punjab, Bathinda, Punjab|Computer Science & Technology|G1|EWS|390|390
1875|Round 1|Central University of Punjab, Bathinda, Punjab|Computer Science and  Engineering (Cyber Security)|G1|SC|354|284
1876|Round 1|Indian Institute of Space Science and Technology, Thiruvananthapuram|Structures and Design|G1|EWS|473|466
1877|Round 1|Indian Institute of Space Science and Technology, Thiruvananthapuram|Control Systems|G1|OBC-NCL|433|427
1878|Round 1|Indian Institute of Space Science and Technology, Thiruvananthapuram|VLSI and Microsystems|G1|OBC-NCL|514|481
1879|Round 1|Indian Institute of Space Science and Technology, Thiruvananthapuram|Earth System Science|G1|EWS|350|350
1880|Round 1|Indian Institute of Space Science and Technology, Thiruvananthapuram|Manufacturing Technology|G1|OBC-NCL|400|383
1881|Round 1|Indian Institute of Space Science and Technology, Thiruvananthapuram|Manufacturing Technology|G1|OPEN|451|404
1882|Round 1|National Institute of Technology Hamirpur|Electrical Engineering (Power System)|G1|ST|240|240
1883|Round 1|National Institute of Technology Hamirpur|Electrical Engineering (Signal Processing & Control)|G1|SC|286|284
1884|Round 1|National Institute of Technology Karnataka, Surathkal|POWER ELECTRONICS AND CONTROL|G1|ST|341|341
1885|Round 1|National Institute of Technology Karnataka, Surathkal|Computational and Data Science|G1|ST|448|397
1886|Round 1|National Institute of Technology Karnataka, Surathkal|Chemical Engineering|G1|SC|228|224
1887|Round 1|National Institute of Technology Karnataka, Surathkal|Environmental Engineering|G1|OPEN|554|487
